Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-11-23 00:00:00+08:00,6.530311107635498,6.530311107635498,6.074708025814976,6.530311107635498,648012972,0.0,0.0
2018-11-26 00:00:00+08:00,6.319383551298603,6.412191702915917,5.880654655896778,6.057833671569824,412944863,0.0,0.0
2018-11-27 00:00:00+08:00,5.9650268376923465,6.03252353929537,5.661291278166663,5.821596145629883,249114252,0.0,0.0
2018-11-28 00:00:00+08:00,5.737224403244263,5.998774283660796,5.695038769949461,5.863780498504639,199889879,0.0,0.0
2018-11-29 00:00:00+08:00,5.8637810586222106,5.8637810586222106,5.517860280885193,5.526297569274902,208036880,0.0,0.0
2018-11-30 00:00:00+08:00,5.45880065437972,5.500986293136054,5.205688028777917,5.4419264793396,180334101,0.0,0.0
2018-12-03 00:00:00+08:00,5.517859823795894,5.804721168290097,5.425051670757413,5.619104862213135,232907265,0.0,0.0
2018-12-04 00:00:00+08:00,5.509422854755078,5.560045373194982,5.425051588376557,5.551608085632324,140385385,0.0,0.0
2018-12-05 00:00:00+08:00,5.399741105226279,5.484111978275803,5.374429642155393,5.425052165985107,101694948,0.0,0.0
2018-12-06 00:00:00+08:00,5.365992892815092,5.619105518416895,5.332244542734852,5.4419264793396,117201598,0.0,0.0
2018-12-07 00:00:00+08:00,5.416614728382844,5.475674132348777,5.349118036814911,5.382866382598877,70509134,0.0,0.0
2018-12-10 00:00:00+08:00,5.3322444504743975,5.365992799970711,5.214124824925237,5.25631046295166,76189958,0.0,0.0
2018-12-11 00:00:00+08:00,5.264747092232894,5.382866712017431,5.2309987443836095,5.340681076049805,72402760,0.0,0.0
2018-12-12 00:00:00+08:00,5.332244050592682,5.382866571040812,5.298495703627263,5.3238067626953125,51851681,0.0,0.0
2018-12-13 00:00:00+08:00,5.332243520725675,5.458799608114058,5.281621005307923,5.374428749084473,96367085,0.0,0.0
2018-12-14 00:00:00+08:00,5.349118765824824,5.357555652264637,5.230999137170874,5.273184776306152,80620514,0.0,0.0
2018-12-17 00:00:00+08:00,5.239436288203503,5.281621926229926,5.2056879387071895,5.25631046295166,42757749,0.0,0.0
2018-12-18 00:00:00+08:00,5.222562028148996,5.264747263174296,5.138191155786342,5.163502216339111,53898899,0.0,0.0
2018-12-19 00:00:00+08:00,5.180376800799133,5.188814089859172,5.104443210819204,5.121317386627197,40221838,0.0,0.0
2018-12-20 00:00:00+08:00,5.104441966605387,5.129753022991736,4.977885477737686,5.062256336212158,64773754,0.0,0.0
2018-12-21 00:00:00+08:00,5.020071706747129,5.0285089954328415,4.961012295195418,4.986323356628418,46365020,0.0,0.0
2018-12-24 00:00:00+08:00,4.96944810138809,5.01163373102286,4.952573929996578,4.994759559631348,32854676,0.0,0.0
2018-12-25 00:00:00+08:00,4.944137136970267,4.944137136970267,4.733209789516217,4.868203163146973,76731484,0.0,0.0
2018-12-26 00:00:00+08:00,4.842892638122212,4.88507827667101,4.75008487701416,4.75008487701416,45511933,0.0,0.0
2018-12-27 00:00:00+08:00,4.834455512931103,4.859766975272166,4.615090847015381,4.615090847015381,56484008,0.0,0.0
2018-12-28 00:00:00+08:00,4.631964663106107,4.6994617566943315,4.53071962619179,4.539156913757324,63105398,0.0,0.0
2019-01-02 00:00:00+08:00,4.547594542008286,4.572906006528323,4.429475312976301,4.454786777496338,46274037,0.0,0.0
2019-01-03 00:00:00+08:00,4.463222733313155,4.665713200307368,4.454785848440728,4.547593593597412,78213663,0.0,0.0
2019-01-04 00:00:00+08:00,4.454786297832301,4.8597668703625105,4.421037548002083,4.766958713531494,167694925,0.0,0.0
2019-01-07 00:00:00+08:00,4.454785892313762,4.859766427978649,4.615090327276612,4.691024303436279,106831035,0.0,0.0
2019-01-08 00:00:00+08:00,4.640403131271612,4.66571459809588,4.589780599935194,4.598217487335205,62852377,0.0,0.0
2019-01-09 00:00:00+08:00,4.598216672892021,4.707899005849883,4.598216672892021,4.615090847015381,92573250,0.0,0.0
2019-01-10 00:00:00+08:00,4.581342759164616,4.58978004786188,4.52228334753204,4.530720233917236,60202123,0.0,0.0
2019-01-11 00:00:00+08:00,4.530719847498539,4.674150524622484,4.530719847498539,4.623528003692627,72208146,0.0,0.0
2019-01-14 00:00:00+08:00,4.6488393816353755,4.6488393816353755,4.547593939286026,4.556031227111816,45788633,0.0,0.0
2019-01-15 00:00:00+08:00,4.556031252874156,4.691024640353914,4.539157079439187,4.674150466918945,89362965,0.0,0.0
2019-01-16 00:00:00+08:00,4.640402177335913,4.648839465313572,4.589779656406056,4.623528003692627,51646160,0.0,0.0
2019-01-17 00:00:00+08:00,4.606654167175293,4.691025041566183,4.581342703701994,4.606654167175293,71439103,0.0,0.0
2019-01-18 00:00:00+08:00,4.615091197440209,4.674151012512414,4.58134284663097,4.648839950561523,63430122,0.0,0.0
2019-01-21 00:00:00+08:00,4.640402177335913,4.665713638956858,4.606653830049342,4.623528003692627,55584929,0.0,0.0
2019-01-22 00:00:00+08:00,4.6235283980268,4.6235283980268,4.52228334753204,4.530720233917236,53210496,0.0,0.0
2019-01-23 00:00:00+08:00,4.513846397399902,4.547594750096148,4.4885353340337675,4.513846397399902,30060994,0.0,0.0
2019-01-24 00:00:00+08:00,4.513845249483709,4.589779224895539,4.496971077426858,4.547593593597412,32218264,0.0,0.0
2019-01-25 00:00:00+08:00,4.547594495821731,4.826018591153989,4.53915760927546,4.648839950561523,129495166,0.0,0.0
2019-01-28 00:00:00+08:00,4.66571459809588,4.6910256626080304,4.581343310223066,4.598217487335205,71122452,0.0,0.0
2019-01-29 00:00:00+08:00,4.61509081773699,4.859766944441536,4.5897797578685475,4.809144020080566,168989284,0.0,0.0
2019-01-30 00:00:00+08:00,4.691024528213642,4.817581027106561,4.6741503551820545,4.775395393371582,101429454,0.0,0.0
2019-01-31 00:00:00+08:00,4.766958471636989,4.9357002006652655,4.724772838223911,4.876640796661377,131681290,0.0,0.0
