Date,Open,High,Low,Close,Volume
1980-03-17,1.678547978401184,1.7166967960921202,1.678547978401184,1.678547978401184,2400.0
1980-03-18,1.6658311834702124,1.6658311834702124,1.653114914894104,1.653114914894104,1600.0
1980-03-19,1.6658320426940918,1.6658320426940918,1.6658320426940918,1.6658320426940918,1200.0
1980-03-20,1.6658321088179946,1.6658321088179946,1.6276832818984985,1.6276832818984985,6000.0
1980-03-21,1.6276832818984985,1.6403995575383306,1.6276832818984985,1.6276832818984985,1200.0
1980-03-24,1.6276832818984985,1.6403995575383306,1.6276832818984985,1.6276832818984985,6800.0
1980-03-25,1.6149658622741698,1.6149658622741698,1.5895333290100098,1.5895333290100098,2800.0
1980-03-26,1.5895343650647296,1.5895343650647296,1.5641018152236938,1.5641018152236938,8400.0
1980-03-27,1.5386695209731405,1.5386695209731405,1.4878044128417969,1.4878044128417969,8000.0
1980-03-28,1.525952953937625,1.538669228553772,1.525952953937625,1.538669228553772,4000.0
1980-03-31,1.5513855403031762,1.6022506399852474,1.5513855403031762,1.5641018152236938,21600.0
1980-04-01,1.5768184661865234,1.5768184661865234,1.5768184661865234,1.5768184661865234,1200.0
1980-04-02,1.5895333290100098,1.6149658622741698,1.5895333290100098,1.5895333290100098,2400.0
1980-04-03,1.6149670062586665,1.6276832818984985,1.6149670062586665,1.6276832818984985,8000.0
1980-04-07,1.640399694442749,1.640399694442749,1.640399694442749,1.640399694442749,400.0
1980-04-08,1.653114914894104,1.653114914894104,1.653114914894104,1.653114914894104,400.0
1980-04-09,1.6658320426940918,1.6785483178291611,1.6658320426940918,1.6658320426940918,1200.0
1980-04-10,1.653114914894104,1.653114914894104,1.627682377741887,1.653114914894104,7200.0
1980-04-11,1.6531159711438554,1.6531159711438554,1.6149671410405357,1.640399694442749,4800.0
1980-04-14,1.6149669885635376,1.6149669885635376,1.6149669885635376,1.6149669885635376,400.0
1980-04-15,1.6022511720657349,1.6022511720657349,1.6022511720657349,1.6022511720657349,4400.0
1980-04-16,1.60224959564209,1.60224959564209,1.5895333290100098,1.5895333290100098,2400.0
1980-04-17,1.5895335720135615,1.653114914894104,1.5895335720135615,1.653114914894104,6000.0
1980-04-18,1.653114914894104,1.653114914894104,1.653114914894104,1.653114914894104,2000.0
1980-04-21,1.6276832818984985,1.6276832818984985,1.6276832818984985,1.6276832818984985,2000.0
1980-04-22,1.653114914894104,1.653114914894104,1.653114914894104,1.653114914894104,800.0
1980-04-23,1.678547978401184,1.678547978401184,1.678547978401184,1.678547978401184,800.0
1980-04-24,1.678547978401184,1.678547978401184,1.678547978401184,1.678547978401184,1600.0
1980-04-25,1.6785483178291611,1.6785483178291611,1.6531157675590225,1.6658320426940918,5600.0
1980-04-28,1.6531158331781626,1.6531158331781626,1.6276832818984985,1.6276832818984985,3600.0
1980-04-29,1.6276832818984985,1.6276832818984985,1.6276832818984985,1.6276832818984985,800.0
1980-04-30,1.653114914894104,1.653114914894104,1.653114914894104,1.653114914894104,800.0
1980-05-01,1.6912643909454346,1.6912643909454346,1.6912643909454346,1.6912643909454346,8800.0
1980-05-02,1.691264528836777,1.703980803489685,1.691264528836777,1.703980803489685,1600.0
1980-05-05,1.653114914894104,1.653114914894104,1.653114914894104,1.653114914894104,3600.0
1980-05-06,1.653114914894104,1.653114914894104,1.653114914894104,1.653114914894104,2400.0
1980-05-07,1.653114914894104,1.653114914894104,1.653114914894104,1.653114914894104,0.0
1980-05-08,1.6531158331781626,1.6785483844578266,1.6276832818984985,1.6276832818984985,800.0
1980-05-09,1.653114914894104,1.653114914894104,1.653114914894104,1.653114914894104,1200.0
1980-05-12,1.653114914894104,1.6785474520463208,1.653114914894104,1.653114914894104,10000.0
1980-05-13,1.653114914894104,1.6785474520463208,1.653114914894104,1.653114914894104,2800.0
1980-05-14,1.6531154332738935,1.678547978401184,1.6403991607102482,1.678547978401184,6400.0
1980-05-15,1.678547978401184,1.678547978401184,1.678547978401184,1.678547978401184,2400.0
1980-05-16,1.678547978401184,1.678547978401184,1.678547978401184,1.678547978401184,0.0
1980-05-19,1.703980803489685,1.703980803489685,1.703980803489685,1.703980803489685,800.0
1980-05-20,1.7039805235284748,1.7166967960921202,1.6658317058375387,1.678547978401184,9600.0
1980-05-21,1.6912643909454346,1.6912643909454346,1.6912643909454346,1.6912643909454346,800.0
1980-05-22,1.703980803489685,1.703980803489685,1.703980803489685,1.703980803489685,800.0
1980-05-23,1.7039811770121256,1.7166974544525146,1.7039811770121256,1.7166974544525146,1200.0
1980-05-27,1.7294128167368201,1.7421290874481201,1.7294128167368201,1.7421290874481201,800.0
1980-05-28,1.7421290874481201,1.7421290874481201,1.7421290874481201,1.7421290874481201,0.0
1980-05-29,1.7421290874481201,1.7421290874481201,1.7421290874481201,1.7421290874481201,0.0
1980-05-30,1.7294139862060547,1.7294139862060547,1.7294139862060547,1.7294139862060547,1600.0
1980-06-02,1.7294139862060547,1.7548465448267319,1.7294139862060547,1.7294139862060547,4400.0
1980-06-03,1.7294128167368201,1.7421290874481201,1.7294128167368201,1.7421290874481201,3600.0
1980-06-04,1.7421290874481201,1.7421290874481201,1.7421290874481201,1.7421290874481201,0.0
1980-06-05,1.767561674118042,1.767561674118042,1.767561674118042,1.767561674118042,2400.0
1980-06-06,1.780278205871582,1.7929944787706649,1.780278205871582,1.780278205871582,4800.0
1980-06-09,1.8057104349136353,1.8057104349136353,1.8057104349136353,1.8057104349136353,800.0
1980-06-10,1.8057110492999737,1.818427324295044,1.8057110492999737,1.818427324295044,6000.0
1980-06-11,1.8311443328857422,1.8311443328857422,1.8311443328857422,1.8311443328857422,800.0
1980-06-12,1.8311443328857422,1.8311443328857422,1.818428052796258,1.8311443328857422,2400.0
1980-06-13,1.8311435992901142,1.8311435992901142,1.818427324295044,1.818427324295044,2400.0
1980-06-16,1.818427324295044,1.818427324295044,1.818427324295044,1.818427324295044,2800.0
1980-06-17,1.8311443328857422,1.8311443328857422,1.8311443328857422,1.8311443328857422,2400.0
1980-06-18,1.8311443328857422,1.8311443328857422,1.8311443328857422,1.8311443328857422,2000.0
1980-06-19,1.818427324295044,1.818427324295044,1.8057110492999737,1.818427324295044,6400.0
1980-06-20,1.8184284960969965,1.8184284960969965,1.7929959297180176,1.7929959297180176,4800.0
1980-06-23,1.780278406281402,1.780278406281402,1.7548458576202393,1.7548458576202393,5200.0
1980-06-24,1.7548458576202393,1.7548458576202393,1.7548458576202393,1.7548458576202393,400.0
1980-06-25,1.7548456600734166,1.780278205871582,1.7548456600734166,1.780278205871582,1600.0
1980-06-26,1.7675621319508208,1.7675621319508208,1.7548458576202393,1.7548458576202393,2400.0
1980-06-27,1.7548458576202393,1.7675621319508208,1.7548458576202393,1.7548458576202393,1200.0
1980-06-30,1.7802796465285282,1.7929959297180176,1.7802796465285282,1.7929959297180176,4000.0
1980-07-01,1.780278205871582,1.780278205871582,1.780278205871582,1.780278205871582,800.0
1980-07-02,1.7675621319508208,1.7675621319508208,1.7421295832896577,1.7548458576202393,4000.0
1980-07-03,1.767561674118042,1.767561674118042,1.767561674118042,1.767561674118042,400.0
1980-07-07,1.7675621319508208,1.7675621319508208,1.7548458576202393,1.7548458576202393,2400.0
1980-07-08,1.7421290874481201,1.7421290874481201,1.7294128167368201,1.7421290874481201,3200.0
1980-07-09,1.767561674118042,1.767561674118042,1.767561674118042,1.767561674118042,2000.0
1980-07-10,1.767561674118042,1.767561674118042,1.767561674118042,1.767561674118042,0.0
1980-07-11,1.780278205871582,1.780278205871582,1.780278205871582,1.780278205871582,400.0
1980-07-14,1.7929941642452294,1.8057104349136353,1.7929941642452294,1.8057104349136353,1200.0
1980-07-15,1.8057122129075072,1.8057122129075072,1.7802796465285282,1.7929959297180176,2400.0
1980-07-16,1.7929959297180176,1.7929959297180176,1.7929959297180176,1.7929959297180176,2400.0
1980-07-17,1.780278205871582,1.780278205871582,1.780278205871582,1.780278205871582,800.0
1980-07-18,1.7548458576202393,1.7548458576202393,1.7421295832896577,1.7548458576202393,5600.0
1980-07-21,1.7548458576202393,1.7548458576202393,1.7548458576202393,1.7548458576202393,5200.0
1980-07-22,1.7548458576202393,1.7548458576202393,1.7548458576202393,1.7548458576202393,3200.0
1980-07-23,1.7548454030812215,1.767561674118042,1.7548454030812215,1.767561674118042,7200.0
1980-07-24,1.7548458576202393,1.7548458576202393,1.7548458576202393,1.7548458576202393,1200.0
1980-07-25,1.7548453581594203,1.7548453581594203,1.7421290874481201,1.7421290874481201,1200.0
1980-07-28,1.7294137318929037,1.7294137318929037,1.7166974544525146,1.7166974544525146,4000.0
1980-07-29,1.7166971432343694,1.7294134183694387,1.6658320426940918,1.6658320426940918,6800.0
1980-07-30,1.6658320426940918,1.6658320426940918,1.6403994924239529,1.6658320426940918,4800.0
1980-07-31,1.6658320426940918,1.6658320426940918,1.6658320426940918,1.6658320426940918,5600.0
1980-08-01,1.6912648995717368,1.7166974544525146,1.6912648995717368,1.7166974544525146,6400.0
1980-08-04,1.7166974544525146,1.7421300093332928,1.7039811770121256,1.7166974544525146,8000.0
1980-08-05,1.7166969381776969,1.729413211793828,1.6912643909454346,1.6912643909454346,10800.0
1980-08-06,1.7039814275853773,1.7294139862060547,1.7039814275853773,1.7294139862060547,4800.0
1980-08-07,1.7548456600734166,1.7929944787706649,1.7548456600734166,1.780278205871582,8400.0
1980-08-08,1.7929954926172893,1.8311443328857422,1.7929954926172893,1.8311443328857422,4000.0
1980-08-11,1.8438609838485718,1.869293549143035,1.8438609838485718,1.8438609838485718,21600.0
1980-08-12,1.8438605208919472,1.8565768003463745,1.8438605208919472,1.8565768003463745,12800.0
1980-08-13,1.8438609838485718,1.8438609838485718,1.8438609838485718,1.8438609838485718,2800.0
1980-08-14,1.8311443328857422,1.8311443328857422,1.8311443328857422,1.8311443328857422,800.0
1980-08-15,1.8311443328857422,1.8311443328857422,1.8311443328857422,1.8311443328857422,3200.0
1980-08-18,1.8311443328857422,1.8311443328857422,1.8311443328857422,1.8311443328857422,400.0
1980-08-19,1.8311443328857422,1.8311443328857422,1.8311443328857422,1.8311443328857422,1200.0
1980-08-20,1.8311435992901142,1.8311435992901142,1.818427324295044,1.818427324295044,1600.0
1980-08-21,1.8057107516697475,1.8057107516697475,1.7675619329724994,1.780278205871582,12800.0
1980-08-22,1.7802796465285282,1.7929959297180176,1.7802796465285282,1.7929959297180176,1600.0
1980-08-25,1.7929959297180176,1.7929959297180176,1.7929959297180176,1.7929959297180176,1200.0
1980-08-26,1.7929959297180176,1.7929959297180176,1.7929959297180176,1.7929959297180176,800.0
1980-08-27,1.780278205871582,1.780278205871582,1.780278205871582,1.780278205871582,2400.0
1980-08-28,1.7929959297180176,1.7929959297180176,1.7929959297180176,1.7929959297180176,400.0
1980-08-29,1.7929941642452294,1.8057104349136353,1.7802778935768235,1.8057104349136353,4800.0
1980-09-02,1.8057110492999737,1.818427324295044,1.7802784993098333,1.818427324295044,8400.0
1980-09-03,1.8184285831451417,1.907442569732666,1.8184285831451417,1.907442569732666,49200.0
1980-09-04,1.9328740639022635,2.009171724319458,1.9328740639022635,2.009171724319458,19600.0
1980-09-05,1.9964552941994789,1.9964552941994789,1.9710227426810143,1.9837390184402466,4400.0
1980-09-08,1.9837390184402466,1.9837390184402466,1.9583064669217818,1.9837390184402466,3200.0
1980-09-09,1.9837383252040595,1.9964545965194702,1.971022053888649,1.9964545965194702,17200.0
1980-09-10,1.996455447583259,2.009171724319458,1.98373917084706,2.009171724319458,4000.0
